city,year,registered_voters,turnout,valid_vote,saadet partisi,btp,tkp,vatan partisi,chp,ak parti,dp,mhp,iyi parti,hdp,dsp,bgmz,anap,ldp,dtp,ip,hakpar,bbp,bdp,millet partisi,odp,emep,hyp,dyp,rp,sbp,shp,ydp,bagimsizlar,baskanlik sayisi,atp,genc parti,ytp,huda par,a.p.,turk parti,hkp,myp,yurtp,hepar,bp,dbp,dehap,depar,fp,hadep,sip,BAĞIMSIZLAR_vote,bagimsizlar_percent,percent_turnout,ANAP_vote,anap_percent,DSP_vote,dsp_percent,DYP_vote,dyp_percent,IDP_vote,idp_percent,MÇP_vote,mcp_percent,RP_vote,rp_percent,SHP_vote,shp_percent,prev_year,winner,prev_winner,swing,election_type,anadolu partisi,hap,has parti,hp,idp,kp,mcp,mdp,mep,mmp,sp,ydh,yeni parti,ap,birlik partisi,cgp,ckmp,cmp,demokratik parti,gp,hurriyet partisi,msp,tbp,tip,vp,ytp ,event,event_bool,cyprus,earthquake,kurdish,refugee
sakarya,2018,705270.0,637350.0,625866.0,13240.0,,,1232.0,88486.0,375397.0,,88022.0,60586.0,17403.0,,0.0,,,,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,,,,,,,,90.4,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,2015_1,668443.0,598561.0,590288.0,7942.0,636.0,,917.0,93485.0,408200.0,952.0,73431.0,,12889.0,348.0,0.0,,336.0,,,1556.0,3486.0,,244.0,,,,271.0,,,,,,,,,,,,,1113.0,,,,,,,,,,,,,89.5,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,775.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,2015_2,662886.0,583515.0,571935.0,22651.0,1201.0,,1032.0,93008.0,330588.0,1005.0,112350.0,,17451.0,1320.0,591.0,,524.0,,,1089.0,,,189.0,,,,16.0,,,,,,,,,,,,11.0,687.0,,387.0,,,,,,,,,,,88.0,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,324.0,187.0,,,,133.0,,,392.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,2011,617284.0,550883.0,541580.0,14619.0,,514.0,,88043.0,334823.0,3237.0,81515.0,,,1127.0,3450.0,,231.0,,,,2144.0,,375.0,,835.0,,1152.0,,,,,,,,,,,,,,,,1547.0,,,,,,,,,,89.2,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,9206.0,,,,,,,510.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,2007,561191.0,480212.0,472850.0,29444.0,2350.0,633.0,,43939.0,253033.0,29262.0,54198.0,,,,2220.0,,709.0,,1383.0,,,,,689.0,838.0,2174.0,,,,,,,,,55254.0,,,,,,,,,,,,,,,,,,85.6,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,2002,523213.0,438268.0,430167.0,14748.0,2575.0,633.0,,29668.0,189246.0,,20866.0,,,2946.0,,15586.0,775.0,,1624.0,,3268.0,,635.0,776.0,,,26581.0,,,,,,,,108822.0,1821.0,,,,,,3770.0,,,,7313.0,,,,,,,83.8,,,,,,,,,,,,,,,1999,akp,fp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,1999,486022.0,435408.0,417957.0,,,,,18072.0,,1481.0,73813.0,,,80960.0,20.0,57894.0,1815.0,1563.0,664.0,,4768.0,,1018.0,1592.0,524.0,,64035.0,,,,592.0,,,,,,,,,,,,,866.0,,,501.0,102052.0,6168.0,484.0,,,89.6,,,,,,,,,,,,,,,1995,fp,rp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquake,1,0,1,0,0
sakarya,1995,456343.0,400328.0,391314.0,,,,,17918.0,,,23909.0,,,54301.0,,97195.0,,,631.0,,,,2432.0,,,,76604.0,110867.0,,,1340.0,,,,,,,,,,,,,,,,,,4852.0,,,,87.7,,,,,,,,,,,,,,,1991,rp,dyp,1,parlimentary,,,,,,,,,,,,1883.0,590.0,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,1991,408296.0,351289.0,340731.0,,,,,,,,,,,42006.0,333.0,88244.0,,,,,,,,,,,95728.0,79380.0,,34339.0,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,1987,dyp,anap,1,parlimentary,,,,,,,,,,,1333.0,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,1987,356457.0,329134.0,321543.0,,,,,,,,,,,32732.0,190.0,111400.0,,,,,,,,,,,86136.0,34127.0,,46059.0,,,,,,,,,,,,,,,,,,,,,,,92.3,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,2101.0,,9442.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sakarya,1983,265691.0,249337.0,239171.0,,,,,,,,,,,,,118301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,,,,,,,,,,,,,,,1977,anap,ap,1,parlimentary,,,,66256.0,,,,54614.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,2018,738677.0,661140.0,648790.0,10060.0,,,1377.0,65348.0,391098.0,,109216.0,64494.0,25730.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1556.0,,,,,,,,,,,,,,,,89.5,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,2015_1,700210.0,609748.0,601490.0,3923.0,702.0,,712.0,60034.0,441137.0,715.0,78929.0,,23475.0,162.0,0.0,,204.0,,,26.0,5298.0,,207.0,,,,216.0,,,,,,,,,,,,,1372.0,,,,,,,,,,,,,87.1,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,979.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,2015_2,696315.0,590412.0,578192.0,21293.0,1313.0,,760.0,51412.0,359608.0,859.0,116527.0,,32457.0,1223.0,270.0,,6.0,,,20.0,,,194.0,,,,517.0,,,,,,,,,,,,2848.0,1432.0,,2.0,,,,,,,,,,,84.8,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,231.0,8.0,,,,86.0,,,472.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,2011,656579.0,569385.0,561588.0,7374.0,,414.0,,64584.0,391986.0,2941.0,73151.0,,,629.0,3031.0,,0.0,,,,11103.0,,261.0,,578.0,,850.0,,,,,,,,,,,,,,,,769.0,,,,,,,,,,86.7,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,5239.0,,,,,,,524.0,,,,,,,,,,,,,,,,,refugee ,1,0,0,0,1
maras,2007,573974.0,473530.0,466520.0,6848.0,2889.0,1195.0,,46209.0,319534.0,20805.0,58226.0,,,,6323.0,,,,1455.0,,,,,584.0,,2593.0,,,,,,,,,3217.0,,,,,,,,,,,,,,,,,,82.5,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,2002,541615.0,407824.0,400127.0,6774.0,1596.0,380.0,,45123.0,216388.0,,34456.0,,,3983.0,,19298.0,514.0,,1493.0,,8967.0,,791.0,478.0,,,36163.0,,,,,,,,8695.0,2474.0,,,,,,1174.0,,,,12830.0,,,,,,,75.3,,,,,,,,,,,,,,,1999,akp,mhp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,1999,494971.0,431151.0,414418.0,,,,,33067.0,,,117042.0,,,24742.0,67.0,38579.0,1139.0,1298.0,962.0,,15906.0,,1359.0,1126.0,560.0,,73134.0,,,,708.0,,,,,,,,,,,,,1453.0,,,523.0,95807.0,7300.0,495.0,,,87.1,,,,,,,,,,,,,,,1995,mhp,rp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,1995,451436.0,372483.0,363735.0,,,,,33813.0,,,38253.0,,,9792.0,804.0,72368.0,,,703.0,,,,1800.0,,,,60434.0,134331.0,,,1242.0,,,,,,,,,,,,,,,,,,9813.0,,,,82.5,,,,,,,,,,,,,,,1991,rp,rp,0,parlimentary,,,,,,,,,,,,1074.0,431.0,,,,,,,,,,,,,,,0,0,0,0,0
maras,1991,406535.0,329027.0,320272.0,,,,,,,,,,,6317.0,,59336.0,,,,,,,,,,,82684.0,110637.0,,60468.0,,,,,,,,,,,,,,,,,,,,,,,80.9,,,,,,,,,,,,,,,1987,rp,anap,1,parlimentary,,,,,,,,,,,1424.0,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,1987,339031.0,316793.0,309491.0,,,,,,,,,,,10028.0,,91362.0,,,,,,,,,,,70072.0,42829.0,,62491.0,,,,,,,,,,,,,,,,,,,,,,,93.4,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,2320.0,,31009.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
maras,1983,243005.0,220584.0,210635.0,,,,,,,,,,,,3107.0,102698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,,,,,,,,1977,anap,chp,1,parlimentary,,,,51626.0,,,,53204.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,2018,1023389.0,856317.0,826242.0,14303.0,,,1223.0,21306.0,182763.0,,11981.0,23860.0,558601.0,,37755.0,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,83.7,,,,,,,,,,,,,,,2015_2,hdp,hdp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,2015_1,958170.0,814937.0,791401.0,2200.0,515.0,,311.0,15921.0,181456.0,315.0,6520.0,,580294.0,222.0,18237.0,,28.0,,,1304.0,2777.0,,218.0,,,,8.0,,,,,,,,,,,,,2119.0,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,,2011,hdp,bgmz,1,parlimentary,,,,,,798.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,2015_2,949859.0,825403.0,805652.0,4160.0,1473.0,,627.0,10830.0,122031.0,379.0,10213.0,,640689.0,629.0,27887.0,,8.0,,,1912.0,,,197.0,,,,23.0,,,,,,,,,,,,1688.0,1024.0,,3.0,,,,,,,,,,,86.9,,,,,,,,,,,,,,,2015_1,hdp,hdp,0,parlimentary,330.0,11.0,,,,127.0,,,5.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,2011,867711.0,705091.0,678459.0,2941.0,,1435.0,,15882.0,218552.0,1985.0,5733.0,,,1271.0,419095.0,,0.0,,,,6999.0,,741.0,,0.0,,705.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,81.3,,,,,,,,,,,,,,,2007,bgmz,bgmz,0,parlimentary,,,3454.0,,,,,,,571.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,2007,675192.0,479617.0,465708.0,3248.0,1649.0,1131.0,,9407.0,191214.0,24381.0,11431.0,,,,219779.0,,,,614.0,,,,,518.0,,2690.0,,,,,,,,,1434.0,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,2002,bgmz,dehap,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,2002,615103.0,437595.0,420430.0,9691.0,1215.0,490.0,,24963.0,67298.0,,6415.0,,,4829.0,5711.0,17056.0,614.0,,696.0,,2784.0,,1017.0,791.0,,,30330.0,,,,,,,,7323.0,1865.0,,,,,,1903.0,,,,236689.0,,,,,,,71.1,,,,,,,,,,,,,,,1999,dehap,hadep,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,1999,546722.0,434201.0,406455.0,,,,,12273.0,,3790.0,11217.0,,,20265.0,565.0,45307.0,1121.0,7419.0,781.0,,4162.0,,1306.0,,552.0,,45527.0,,,,1090.0,,,,,,,,,,,,,2136.0,1922.0,,753.0,59310.0,186808.0,729.0,,,79.4,,,,,,,,,,,,,,,1995,hadep,hadep,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,1995,449962.0,342820.0,328973.0,,,,,6501.0,,,6443.0,,,8643.0,1620.0,45612.0,,,731.0,,,,1746.0,,,,35754.0,62049.0,,,2344.0,,,,,,,,,,,,,,,,,,152803.0,,,,76.2,,,,,,,,,,,,,,,1991,hadep,shp,1,parlimentary,,,,,,,,,,,,5188.0,555.0,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,1991,406477.0,315964.0,300114.0,,,,,,,,,,,7779.0,2959.0,42068.0,,,,,,,,,,,60053.0,36238.0,,149955.0,,,,,,,,,,,,,,,,,,,,,,,77.7,,,,,,,,,,,,,,,1987,shp,shp,0,parlimentary,,,,,,,,,,,1619.0,,,,,,,,,,,,,,,,,0,0,0,0,0
diyarbakir,1987,342646.0,311979.0,297399.0,,,,,,,,,,,27898.0,9185.0,68333.0,,,,,,,,,,,39597.0,72925.0,,76074.0,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,1983,shp,hp,1,parlimentary,,,,,1956.0,,2028.0,,,,,,,,,,,,,,,,,,,,kurdish war,1,0,0,1,0
diyarbakir,1983,239802.0,198232.0,179019.0,,,,,,,,,,,,,58557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,,1977,hp,chp,1,parlimentary,,,,75217.0,,,,45245.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,2018,2147723.0,1930043.0,1893395.0,33490.0,,,4717.0,443393.0,901530.0,,209461.0,243015.0,111030.0,,885.0,,,,,,,,,,,,,,,,,,,,,,4500.0,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,2015_1,2045485.0,1829943.0,1808112.0,18896.0,2339.0,,4407.0,490316.0,1003822.0,3694.0,227426.0,,83684.0,1527.0,327.0,,1237.0,,,4666.0,9953.0,,1009.0,,,,18.0,,,,,,,,,,,,,3034.0,,,,,,,,,,,,,89.5,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,1663.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,2015_2,2028417.0,1783055.0,1750164.0,56789.0,4268.0,,6364.0,496215.0,787698.0,3860.0,313117.0,,104711.0,3831.0,872.0,,1564.0,,,3315.0,,,835.0,,,,1826.0,,,,,,,,,,,,34.0,2094.0,,554.0,,,,,,,,,,,87.9,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,1131.0,23.0,,,,488.0,,,972.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,2011,1876748.0,1678968.0,1647463.0,32619.0,,1861.0,,412887.0,875380.0,14545.0,238137.0,,,4888.0,27284.0,,781.0,,,,9597.0,,3271.0,,0.0,,3692.0,,,,,,,,,,,,,,,,10867.0,,,,,,,,,,89.5,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,15145.0,,,,,,,1674.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,2007,1515111.0,1344846.0,1304381.0,51679.0,8627.0,2462.0,,241856.0,666531.0,73878.0,188252.0,,,,14183.0,,2598.0,,4537.0,,,,,2433.0,,7332.0,,,,,,,,,48948.0,,,,,,,,,,,,,,,,,,88.8,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,2002,1487412.0,1186482.0,1132057.0,33273.0,7122.0,1733.0,,173299.0,469280.0,,73717.0,,,15061.0,1448.0,55334.0,5711.0,,4436.0,,6819.0,,2331.0,3213.0,,,130414.0,,,,,,,,98740.0,14093.0,,,,,,16251.0,,,,23869.0,,,,,,,79.8,,,,,,,,,,,,,,,1999,akp,dsp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,1999,1289774.0,1160134.0,1113043.0,,,,,42420.0,,2861.0,161872.0,,,357441.0,897.0,178397.0,5507.0,6878.0,1485.0,,7656.0,,2444.0,7352.0,1408.0,,142708.0,,,,1418.0,,,,,,,,,,,,,1764.0,,,1437.0,171450.0,19174.0,968.0,,,89.9,,,,,,,,,,,,,,,1995,dsp,dyp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquake,1,0,1,0,0
bursa,1995,1159716.0,1032937.0,994072.0,,,,,58353.0,,,54079.0,,,210010.0,815.0,215920.0,,,1709.0,,,,3422.0,,,,244831.0,187077.0,,,2852.0,,,,,,,,,,,,,,,,,,13667.0,,,,89.1,,,,,,,,,,,,,,,1991,dyp,dyp,0,parlimentary,,,,,,,,,,,,3183.0,1224.0,,,,,,,,,,,,,,,0,0,0,0,0
bursa,1991,938145.0,835287.0,813129.0,,,,,,,,,,,119355.0,404.0,226286.0,,,,,,,,,,,254366.0,110819.0,,100341.0,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,1987,dyp,anap,1,parlimentary,,,,,,,,,,,3066.0,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,1987,829040.0,792940.0,766952.0,,,,,,,,,,,68223.0,1533.0,282998.0,,,,,,,,,,,200149.0,48396.0,,148504.0,,,,,,,,,,,,,,,,,,,,,,,95.6,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,5642.0,,13044.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,1983,625323.0,594327.0,566481.0,,,,,,,,,,,,,268736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,1977,anap,ap,1,parlimentary,,,,150912.0,,,,146833.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,2018,637867.0,529789.0,511859.0,4208.0,,,850.0,13914.0,167667.0,,16245.0,6720.0,313017.0,,314.0,,,,,,,,,,,,,,,,,,,,,,4773.0,,,,,,,,,,,,,,,,83.1,,,,,,,,,,,,,,,2015_2,hdp,hdp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,2015_1,599698.0,486467.0,474252.0,2198.0,306.0,,220.0,9095.0,149796.0,230.0,6351.0,,313177.0,205.0,0.0,,17.0,,,886.0,2292.0,,68.0,,,,358.0,,,,,,,,,,,,,1760.0,,,,,,,,,,,,,81.1,,,,,,,,,,,,,,,2011,hdp,bgmz,1,parlimentary,,,,,,385.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,2015_2,596809.0,504243.0,492582.0,3470.0,863.0,,254.0,6804.0,101153.0,218.0,14382.0,,370829.0,462.0,3260.0,,5.0,,,933.0,,,137.0,,,,14.0,,,,,,,,,,,,10.0,804.0,,2.0,,,,,,,,,,,84.5,,,,,,,,,,,,,,,2015_1,hdp,hdp,0,parlimentary,234.0,6.0,,,,109.0,,,3.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,2011,547016.0,440289.0,426031.0,1981.0,,1540.0,,16044.0,171753.0,1852.0,12737.0,,,1269.0,211131.0,,500.0,,,,5383.0,,362.0,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,80.5,,,,,,,,,,,,,,,2007,bgmz,akp,1,parlimentary,,,1764.0,,,,,,,451.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,2007,414936.0,313087.0,305138.0,3996.0,2491.0,1386.0,,12445.0,163193.0,8410.0,9933.0,,,,99973.0,,,,1158.0,,,,,,,1806.0,,,,,,,,,1873.0,,,,,,,,,,,,,,,,,,75.5,,,,,,,,,,,,,,,2002,akp,dehap,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,2002,359562.0,267840.0,257475.0,9064.0,1791.0,362.0,,13307.0,66797.0,,8297.0,,,3765.0,5901.0,11570.0,477.0,,787.0,,3352.0,,745.0,556.0,,,16743.0,,,,,,,,5578.0,2323.0,,,,,,1352.0,,,,105520.0,,,,,,,74.5,,,,,,,,,,,,,,,1999,dehap,hadep,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,1999,320254.0,259777.0,244106.0,,,,,12416.0,,,19659.0,,,10084.0,4316.0,23868.0,700.0,1058.0,380.0,,5213.0,,1597.0,703.0,273.0,,27055.0,,,,701.0,,,,,,,,,,,,,1482.0,670.0,,431.0,46126.0,87307.0,453.0,,,81.1,,,,,,,,,,,,,,,1995,hadep,hadep,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
van,1995,278384.0,226520.0,217300.0,,,,,5093.0,,,15555.0,,,4437.0,12191.0,36173.0,,,483.0,,,,2119.0,,,,21662.0,51755.0,,,1110.0,,,,,,,,,,,,,,,,,,61006.0,,,,81.4,,,,,,,,,,,,,,,1991,hadep,dyp,1,parlimentary,,,,,,,,,,,,5907.0,480.0,,,,,,,,,,,,,,,0,0,0,0,0
van,1991,232622.0,198268.0,191180.0,,,,,,,,,,,3379.0,69.0,50305.0,,,,,,,,,,,50793.0,43098.0,,42694.0,,,,,,,,,,,,,,,,,,,,,,,85.2,,,,,,,,,,,,,,,1987,dyp,anap,1,parlimentary,,,,,,,,,,,1197.0,,,,,,,,,,,,,,,,,0,0,0,0,0
van,1987,198988.0,184008.0,172852.0,,,,,,,,,,,16872.0,24539.0,43927.0,,,,,,,,,,,24388.0,30064.0,,24331.0,,,,,,,,,,,,,,,,,,,,,,,92.5,,,,,,,,,,,,,,,1983,anap,mdp,1,parlimentary,,,,,1957.0,,7120.0,,,,,,,,,,,,,,,,,,,,kurdish war,1,0,0,1,0
van,1983,142664.0,129034.0,122070.0,,,,,,,,,,,,,38758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,,,,,,,,,,,,,,,1977,mdp,bgmz,1,parlimentary,,,,29151.0,,,,54161.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,2018,1524922.0,1313497.0,1289267.0,14118.0,,,2502.0,346425.0,461191.0,,156257.0,161497.0,179742.0,,413.0,,,,,,,,,,,,,,,,,,,,,,7042.0,,,,,,,,,,,,,,,,86.1,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,2015_1,1483448.0,1271890.0,1255729.0,8175.0,1107.0,,2948.0,379690.0,481851.0,1459.0,248655.0,,153880.0,782.0,0.0,,915.0,,,2635.0,5028.0,,488.0,,,,12.0,,,,,,,,,,,,,2106.0,,,,,,,,,,,,,85.7,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,658.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,2015_2,1477328.0,1254393.0,1229817.0,19362.0,1774.0,,3907.0,359280.0,382219.0,1549.0,290428.0,,183491.0,1941.0,5014.0,,979.0,,,1308.0,,,514.0,,,,1135.0,,,,,,,,,,,,2223.0,1481.0,,5.0,,,,,,,,,,,84.9,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,608.0,16.0,,,,318.0,,,652.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,2011,1401712.0,1196001.0,1168664.0,11078.0,,1322.0,,361547.0,438321.0,6436.0,238140.0,,,2144.0,93169.0,,332.0,,,,6885.0,,2178.0,,0.0,,2055.0,,,,,,,,,,,,,,,,2183.0,,,,,,,,,,85.3,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,5265.0,,,,,,,856.0,,,,,,,,,,,,,,,,,refugee ,1,0,0,0,1
adana,2007,1189228.0,934190.0,910856.0,14322.0,3118.0,1762.0,,209276.0,338122.0,48426.0,210006.0,,,,54222.0,,,,3625.0,,,,,1579.0,,4142.0,,,,,,,,,27991.0,,,,,,,,,,,,,,,,,,78.6,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,2002,1194078.0,887142.0,853417.0,14178.0,2095.0,1759.0,,182436.0,229729.0,,97700.0,,,11954.0,1115.0,31130.0,1598.0,,3962.0,,4866.0,,1487.0,3765.0,,,98440.0,,,,,,,,75464.0,9025.0,,,,,,6369.0,,,,79397.0,,,,,,,74.3,,,,,,,,,,,,,,,1999,akp,dsp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,1999,1056015.0,884597.0,845706.0,,,,,67502.0,,2219.0,199723.0,,,219535.0,80.0,100141.0,1846.0,3439.0,1632.0,,6294.0,,2112.0,7030.0,1465.0,,79269.0,,,,841.0,,,,,,,,,,,,,2286.0,1056.0,,828.0,87018.0,62418.0,755.0,,,83.8,,,,,,,,,,,,,,,1995,dsp,dsp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,1995,1180702.0,980029.0,947779.0,,,,,74898.0,,,136386.0,,,178461.0,2437.0,157542.0,,,2165.0,,,,3734.0,,,,165837.0,158680.0,,,2460.0,,,,,,,,,,,,,,,,,,63277.0,,,,83.0,,,,,,,,,,,,,,,1991,dsp,dyp,1,parlimentary,,,,,,,,,,,,3370.0,1460.0,,,,,,,,,,,,,,,0,0,0,0,0
adana,1991,1015913.0,820230.0,797304.0,,,,,,,,,,,93119.0,390.0,169175.0,,,,,,,,,,,239377.0,117303.0,,176264.0,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,,,,,,,,1987,dyp,anap,1,parlimentary,,,,,,,,,,,3155.0,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,1987,856972.0,795618.0,779658.0,,,,,,,,,,,78049.0,,264776.0,,,,,,,,,,,149868.0,43055.0,,210436.0,,,,,,,,,,,,,,,,,,,,,,,92.8,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,5240.0,,29797.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,1983,612685.0,557667.0,527145.0,,,,,,,,,,,,4247.0,213739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,1977,anap,chp,1,parlimentary,,,,194641.0,,,,114518.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
mardin,1977,239624.0,187248.0,183958.0,,,,,39008.0,,,252.0,,,,56908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,,,,,,,,,,,,,,,1973,bgmz,bgmz,0,parlimentary,,,,,,,,,,,,,,30385.0,,13643.0,,,1011.0,,,42751.0,,,,,,0,0,0,0,0
mardin,1973,191490.0,140872.0,137853.0,,,,,24417.0,,,622.0,,,,31793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,,,,,,,,,,,,,,1969,bgmz,bgmz,0,parlimentary,,,,,,,,,,,,,,25853.0,,14261.0,,,24213.0,,,16694.0,,,,,,0,0,0,0,0
mardin,1969,178749.0,140087.0,137660.0,,,,,16558.0,,,248.0,,,,53642.0,,,,,,,,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,,,,,,,,,,,,,,,1965,bgmz,bgmz,0,parlimentary,,,,,,,,,,,,,,38296.0,,,,,,11057.0,,,,317.0,,16598.0,,0,0,0,0,0
