"","X1","city","year","registered_voters","turnout","valid_vote","saadet partisi","btp","tkp","vatan partisi","chp","ak parti","dp","mhp","iyi parti","hdp","dsp","bgmz","anap","ldp","dtp","ip","hakpar","bbp","bdp","millet partisi","odp","emep","hyp","dyp","rp","sbp","shp","ydp","bagimsizlar","baskanlik sayisi","atp","genc parti","ytp","huda par","a.p.","turk parti","hkp","myp","yurtp","hepar","bp","dbp","dehap","depar","fp","hadep","sip","BAĞIMSIZLAR_vote","bagimsizlar_percent","percent_turnout","ANAP_vote","anap_percent","DSP_vote","dsp_percent","DYP_vote","dyp_percent","IDP_vote","idp_percent","MÇP_vote","mcp_percent","RP_vote","rp_percent","SHP_vote","shp_percent","prev_year","winner","prev_winner","swing","election_type","anadolu partisi","hap","has parti","hp","idp","kp","mcp","mdp","mep","mmp","sp","ydh","yeni parti","ap","birlik partisi","cgp","ckmp","cmp","demokratik parti","gp","hurriyet partisi","msp","tbp","tip","vp","ytp_1","event","event_year","cyprus","earthquake","kurdish","refugee","year_int","incumbent_vote_share","prev_winner_voteshare","event_right_after"
"201",200,"kocaeli","2007",884889,768187,746573,62406,4369,1998,NA,145671,370242,40081,78585,NA,NA,NA,15447,NA,734,NA,2380,NA,NA,NA,NA,1273,NA,3546,NA,NA,NA,NA,NA,NA,NA,NA,24951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2007,49.5922033076471,43.0148751618129,0
"202",201,"kocaeli","2002",752556,673467,645035,39961,3893,1147,NA,120719,277461,NA,39146,NA,NA,6786,279,22671,1604,NA,2678,NA,4914,NA,1056,2056,NA,NA,40370,NA,NA,NA,NA,NA,NA,NA,43250,5823,NA,NA,NA,NA,NA,8130,NA,NA,NA,25500,NA,NA,NA,NA,NA,NA,89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","akp","dsp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2002,43.0148751618129,22.9479224696006,1
"203",202,"kocaeli","1999",749026,656898,624684,NA,NA,NA,NA,62832,NA,2241,92409,NA,NA,143352,236,67512,2485,1724,779,NA,7677,NA,1648,4301,1124,NA,72547,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,NA,NA,531,142391,19295,770,NA,NA,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","dsp","rp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1999,22.9479224696006,31.7769509141864,1
"204",203,"kocaeli","1995",664557,573917,548794,NA,NA,NA,NA,57661,NA,NA,29605,NA,NA,103131,1084,88161,NA,NA,831,NA,NA,NA,2744,NA,NA,NA,74095,174390,NA,NA,1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14526,NA,NA,NA,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","rp","dyp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2509,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1995,31.7769509141864,25.5955455796369,1
"205",204,"kocaeli","1991",543729,450309,437498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66496,156,86046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111980,96910,NA,75185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","dyp","shp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1991,25.5955455796369,27.6363600113644,1
"206",205,"kocaeli","1987",437160,408914,401254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38373,NA,109007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80582,53159,NA,110892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","shp","anap",1,"parlimentary",NA,NA,NA,NA,2753,NA,7292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1987,27.6363600113644,43.9152593336911,1
"207",206,"kocaeli","1983",298985,278441,262731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","anap","chp",1,"parlimentary",NA,NA,NA,101261,NA,NA,NA,46091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1983,43.9152593336911,43.7914480057056,1
"208",207,"hatay","2018",1041076,925282,911280,8449,NA,NA,1365,287438,340122,NA,135667,61380,103530,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_2","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2018,37.3235449038715,38.9433355154929,0
"209",208,"hatay","2018",1041076,925282,911280,8449,NA,NA,1365,287438,340122,NA,135667,61380,103530,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_2","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2018,37.3235449038715,38.9433355154929,0
"210",209,"hatay","2015_1",991518,862175,852129,3925,906,NA,1630,311664,381165,748,106563,NA,61814,343,0,NA,30,NA,NA,1660,3067,NA,248,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2015,44.7309034195527,44.5838045562687,1
"211",210,"hatay","2015_1",991518,862175,852129,3925,906,NA,1630,311664,381165,748,106563,NA,61814,343,0,NA,30,NA,NA,1660,3067,NA,248,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2015,44.7309034195527,44.5838045562687,0
"212",211,"hatay","2015_2",987001,845099,827926,13729,2408,NA,1675,304062,322422,870,117832,NA,58334,1319,19227,NA,8,NA,NA,673,NA,NA,319,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610,1155,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_1","akp","akp",0,"parlimentary",858,11,NA,NA,NA,170,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2015,38.9433355154929,44.7309034195527,1
"213",212,"hatay","2015_2",987001,845099,827926,13729,2408,NA,1675,304062,322422,870,117832,NA,58334,1319,19227,NA,8,NA,NA,673,NA,NA,319,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610,1155,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_1","akp","akp",0,"parlimentary",858,11,NA,NA,NA,170,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2015,38.9433355154929,44.7309034195527,0
"214",213,"hatay","2011",934254,810847,793149,5941,NA,690,NA,306498,353616,4341,100499,NA,NA,875,11808,NA,0,NA,NA,NA,3230,NA,365,NA,1429,NA,1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","akp","akp",0,"parlimentary",NA,NA,2960,NA,NA,NA,NA,NA,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2011,44.5838045562687,41.1063218165357,1
"215",214,"hatay","2011",934254,810847,793149,5941,NA,690,NA,306498,353616,4341,100499,NA,NA,875,11808,NA,0,NA,NA,NA,3230,NA,365,NA,1429,NA,1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","akp","akp",0,"parlimentary",NA,NA,2960,NA,NA,NA,NA,NA,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2011,44.5838045562687,41.1063218165357,0
"216",215,"hatay","2007",786191,650007,637301,7278,2809,1373,NA,199838,261971,26433,107721,NA,NA,NA,13952,NA,NA,NA,2214,NA,NA,NA,NA,776,NA,2045,NA,NA,NA,NA,NA,NA,NA,NA,15058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2007,41.1063218165357,29.9927903246156,1
"217",216,"hatay","2007",786191,650007,637301,7278,2809,1373,NA,199838,261971,26433,107721,NA,NA,NA,13952,NA,NA,NA,2214,NA,NA,NA,NA,776,NA,2045,NA,NA,NA,NA,NA,NA,NA,NA,15058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2007,41.1063218165357,29.9927903246156,0
"218",217,"hatay","2002",746949,584939,554810,7972,2690,940,NA,143792,166403,NA,60643,NA,NA,7244,20821,30169,588,NA,2787,NA,3175,NA,1019,1557,NA,NA,47557,NA,NA,NA,NA,NA,NA,NA,31944,6758,NA,NA,NA,NA,NA,2018,NA,NA,NA,18767,NA,NA,NA,NA,NA,NA,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","akp","mhp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2002,29.9927903246156,22.1963085391829,1
"219",218,"hatay","2002",746949,584939,554810,7972,2690,940,NA,143792,166403,NA,60643,NA,NA,7244,20821,30169,588,NA,2787,NA,3175,NA,1019,1557,NA,NA,47557,NA,NA,NA,NA,NA,NA,NA,31944,6758,NA,NA,NA,NA,NA,2018,NA,NA,NA,18767,NA,NA,NA,NA,NA,NA,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","akp","mhp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2002,29.9927903246156,22.1963085391829,0
"220",219,"hatay","1999",693725,604485,578416,NA,NA,NA,NA,113384,NA,2147,128387,NA,NA,80955,1314,70627,1438,7491,1084,NA,6008,NA,1237,7254,895,NA,66958,NA,NA,NA,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067,NA,NA,578,70641,14907,558,NA,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","mhp","chp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1999,22.1963085391829,22.0053004892759,1
"221",220,"hatay","1999",693725,604485,578416,NA,NA,NA,NA,113384,NA,2147,128387,NA,NA,80955,1314,70627,1438,7491,1084,NA,6008,NA,1237,7254,895,NA,66958,NA,NA,NA,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067,NA,NA,578,70641,14907,558,NA,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","mhp","chp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1999,22.1963085391829,22.0053004892759,0
"222",221,"hatay","1995",622004,539869,519952,NA,NA,NA,NA,114417,NA,NA,69100,NA,NA,40312,740,75863,NA,NA,1248,NA,NA,NA,3024,NA,NA,NA,99922,96355,NA,NA,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16513,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","chp","shp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1995,22.0053004892759,32.0881213089163,1
"223",222,"hatay","1995",622004,539869,519952,NA,NA,NA,NA,114417,NA,NA,69100,NA,NA,40312,740,75863,NA,NA,1248,NA,NA,NA,3024,NA,NA,NA,99922,96355,NA,NA,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16513,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","chp","shp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1995,22.0053004892759,32.0881213089163,0
"224",223,"hatay","1991",542338,455349,443298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27361,NA,85754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126148,61016,NA,142246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","shp","shp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1991,32.0881213089163,32.7484546109173,1
"225",224,"hatay","1991",542338,455349,443298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27361,NA,85754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126148,61016,NA,142246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","shp","shp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1991,32.0881213089163,32.7484546109173,0
"226",225,"hatay","1987",466146,438925,427724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28748,120,131832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86113,26002,NA,140073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","shp","hp",1,"parlimentary",NA,NA,NA,NA,2214,NA,13479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1987,32.7484546109173,36.3748501178384,1
"227",226,"hatay","1987",466146,438925,427724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28748,120,131832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86113,26002,NA,140073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","shp","hp",1,"parlimentary",NA,NA,NA,NA,2214,NA,13479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1987,32.7484546109173,36.3748501178384,0
"228",227,"hatay","1983",334399,305508,290228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","hp","chp",1,"parlimentary",NA,NA,NA,105570,NA,NA,NA,85608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1983,36.3748501178384,55.0555112057241,1
"229",228,"hatay","1983",334399,305508,290228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","hp","chp",1,"parlimentary",NA,NA,NA,105570,NA,NA,NA,85608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1983,36.3748501178384,55.0555112057241,0
"230",229,"maras","1977",300701,222589,216000,NA,NA,NA,NA,74283,NA,NA,33470,NA,NA,NA,10171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","chp","chp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57250,NA,1657,NA,NA,5397,NA,NA,33772,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1977,34.3902777777778,32.9084625997705,1
"231",230,"maras","1973",226256,160528,155106,NA,NA,NA,NA,51043,NA,NA,8669,NA,NA,NA,3432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969","chp","ap",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27774,NA,3133,NA,NA,16776,NA,NA,41454,2825,NA,NA,NA,"refugee",2011,0,0,0,1,1973,32.9084625997705,32.0179678645243,1
"232",231,"maras","1969",198558,125356,119992,NA,NA,NA,NA,21126,NA,NA,1469,NA,NA,NA,38319,NA,NA,NA,NA,NA,NA,NA,5946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965","ap","ap",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38419,7478,NA,NA,NA,NA,4734,NA,NA,NA,2230,NA,289,"refugee",2011,0,0,0,1,1969,32.0179678645243,48.1602340497356,1
"233",232,"maras","1965",181867,121252,115531,NA,NA,NA,NA,27609,NA,NA,NA,NA,NA,NA,14570,NA,NA,NA,NA,NA,NA,NA,11329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961","ap","ap",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55640,NA,NA,NA,NA,NA,NA,NA,NA,NA,2284,NA,4099,"refugee",2011,0,0,0,1,1965,48.1602340497356,52.199269985159,1
"234",233,"maras","1961",169620,130717,124655,NA,NA,NA,NA,48694,NA,NA,NA,NA,NA,NA,1453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1957","ap","chp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65069,NA,NA,7514,NA,NA,NA,NA,NA,NA,NA,NA,2456,"refugee",2011,0,0,0,1,1961,52.199269985159,44.7806519070782,1
"235",234,"maras","1957",153085,109985,NA,NA,NA,NA,NA,49252,NA,45890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954","chp","dp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13922,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1957,44.7806519070782,54.5713242736489,1
"236",235,"maras","1954",133897,120534,NA,NA,NA,NA,NA,43501,NA,65777,NA,NA,NA,NA,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950","dp","dp",0,"parlimentary",NA,NA,NA,NA,NA,5498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3781,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1954,54.5713242736489,52.0900923999329,1
"237",236,"maras","1950",114547,101407,NA,NA,NA,NA,NA,39045,NA,52823,NA,NA,NA,NA,26121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dp",NA,0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1950,52.0900923999329,NA,1
"238",237,"diyarbakir","1977",290056,192885,186651,NA,NA,NA,NA,64991,NA,NA,2035,NA,NA,NA,31824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","chp","chp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48694,NA,876,NA,NA,2102,NA,NA,33324,NA,2805,NA,NA,"kurdish war",1984,0,0,1,0,1977,34.8195294962256,30.4465685054518,1
